employee_id,department,level,gender,base_salary,bonus,total_compensation,years_experience,age,contract_type
EMP0054,Engineering,Mid,F,57900,5700,63600,3,22,full-time
EMP0390,Marketing,Mid,M,49600,9900,59500,6,30,full-time
EMP0002,Engineering,Junior,M,36800,2200,39000,3,26,full-time
EMP0443,Operations,Junior,M,25000,4000,29000,3,24,part-time
EMP0484,Operations,Senior,F,52600,10400,63000,15,34,full-time
EMP0050,Engineering,Mid,M,52400,8500,60900,7,30,full-time
EMP0420,Marketing,Senior,F,64000,6600,70600,11,33,full-time
EMP0081,Engineering,Senior,F,54500,3400,57900,10,32,temporary
EMP0206,Finance,Junior,M,33100,3500,36600,3,25,full-time
EMP0035,Engineering,Junior,F,39300,5700,45000,2,27,full-time
EMP0264,Finance,Director,F,80100,12300,92400,17,40,temporary
EMP0428,Marketing,Director,M,77900,8800,86700,13,32,full-time
EMP0367,Marketing,Junior,F,28800,2900,31700,3,23,full-time
EMP0092,Engineering,Lead,M,89000,7600,96600,18,43,full-time
EMP0340,HR,Director,M,75400,11000,86400,24,45,full-time
EMP0475,Operations,Mid,F,38900,3800,42700,4,25,full-time
EMP0053,Engineering,Mid,F,52400,3400,55800,4,29,full-time
EMP0346,HR,Director,F,68400,7700,76100,16,38,full-time
EMP0265,Finance,Director,M,82400,9100,91500,24,47,full-time
EMP0242,Finance,Mid,F,46400,7600,54000,6,30,full-time
EMP0014,Engineering,Junior,M,44300,6100,50400,0,22,full-time
EMP0316,HR,Mid,M,46600,6200,52800,4,23,full-time
EMP0089,Engineering,Senior,M,65000,10800,75800,12,37,full-time
EMP0388,Marketing,Mid,M,47800,8000,55800,5,28,full-time
EMP0274,Finance,Director,M,87400,12100,99500,18,37,full-time
EMP0167,Sales,Mid,M,32900,6200,39100,3,26,full-time
EMP0329,HR,Senior,F,54900,9100,64000,8,31,full-time
EMP0494,Operations,Director,M,83200,11000,94200,16,35,full-time
EMP0135,Sales,Mid,M,46200,3100,49300,4,26,temporary
EMP0307,HR,Mid,F,41700,2800,44500,6,26,full-time
EMP0482,Operations,Senior,F,54700,5900,60600,12,33,full-time
EMP0320,HR,Mid,M,40900,4500,45400,3,24,full-time
EMP0244,Finance,Mid,M,47500,5500,53000,5,24,full-time
EMP0055,Engineering,Mid,F,40400,4500,44900,4,23,full-time
EMP0364,Marketing,Junior,M,32100,2600,34700,0,22,full-time
EMP0051,Engineering,Mid,M,51700,3200,54900,7,30,full-time
EMP0458,Operations,Junior,M,28300,2900,31200,0,23,full-time
EMP0175,Sales,Senior,M,65600,3500,69100,13,34,full-time
EMP0446,Operations,Junior,F,25800,3500,29300,0,23,full-time
EMP0190,Sales,Director,M,69300,7400,76700,21,45,full-time
EMP0498,Operations,Director,M,81900,15100,97000,22,42,full-time
EMP0188,Sales,Director,F,73400,5100,78500,20,45,part-time
EMP0170,Sales,Senior,M,59000,6500,65500,9,30,full-time
EMP0059,Engineering,Mid,F,52600,2800,55400,6,26,full-time
EMP0049,Engineering,Mid,F,44000,8300,52300,7,31,part-time
EMP0345,HR,Director,M,69500,5800,75300,24,46,full-time
EMP0236,Finance,Mid,F,45400,8700,54100,3,25,full-time
EMP0253,Finance,Senior,M,66100,3500,69600,12,36,full-time
EMP0022,Engineering,Junior,F,35600,4100,39700,2,27,part-time
EMP0314,HR,Mid,F,39100,2800,41900,4,27,full-time
EMP0460,Operations,Mid,M,39500,2600,42100,5,26,full-time
EMP0161,Sales,Mid,M,44600,3000,47600,7,27,full-time
EMP0277,Finance,Director,M,93900,10900,104800,21,44,full-time
EMP0444,Operations,Junior,F,24600,4400,29000,0,24,full-time
EMP0192,Sales,Director,M,78200,12400,90600,19,40,part-time
EMP0386,Marketing,Mid,F,44000,6100,50100,4,28,full-time
EMP0294,HR,Junior,F,28800,4200,33000,1,25,part-time
EMP0414,Marketing,Senior,M,64400,12000,76400,7,27,full-time
EMP0344,HR,Director,M,73000,11200,84200,23,42,full-time
EMP0258,Finance,Senior,M,65900,9400,75300,15,35,part-time
EMP0309,HR,Mid,F,41300,7000,48300,3,25,full-time
EMP0150,Sales,Mid,F,30800,2900,33700,5,25,full-time
EMP0131,Sales,Junior,F,27000,3900,30900,1,22,full-time
EMP0152,Sales,Mid,M,49700,4800,54500,7,28,full-time
EMP0360,Marketing,Junior,M,35900,3900,39800,2,26,temporary
EMP0100,Engineering,Lead,M,70900,10800,81700,12,35,part-time
EMP0373,Marketing,Junior,F,32800,5600,38400,2,27,full-time
EMP0088,Engineering,Senior,F,62900,10800,73700,12,34,full-time
EMP0459,Operations,Junior,F,26200,2400,28600,3,26,full-time
EMP0331,HR,Senior,M,55300,9600,64900,13,33,full-time
EMP0215,Finance,Junior,F,26200,4000,30200,3,24,part-time
EMP0467,Operations,Mid,F,38500,7300,45800,7,26,full-time
EMP0122,Sales,Junior,M,26400,3200,29600,1,26,full-time
EMP0501,Operations,Director,M,76300,11000,87300,18,38,full-time
EMP0021,Engineering,Junior,M,40200,5000,45200,0,25,full-time
EMP0189,Sales,Director,F,84400,10400,94800,21,44,full-time
EMP0072,Engineering,Senior,F,69300,9200,78500,10,32,full-time
EMP0107,Sales,Junior,M,26800,5200,32000,0,22,full-time
EMP0271,Finance,Director,M,103300,16500,119800,14,34,full-time
EMP0349,Marketing,Junior,M,30300,3900,34200,0,23,full-time
EMP0436,Marketing,Director,F,86800,10100,96900,17,41,part-time
EMP0103,Sales,Junior,F,24500,4800,29300,2,22,full-time
